# Average strain over simulation: 0.0282424
# Frame	Strain
1434	0.0251802
1435	0.025186
1436	0.0251913
1437	0.0251965
1438	0.0252025
1439	0.025208
1440	0.0252138
1441	0.0252191
1442	0.0252241
1443	0.0252298
1444	0.0252356
1445	0.0252413
1446	0.0252468
1447	0.0252521
1448	0.0252581
1449	0.0252636
1450	0.0252674
1451	0.0252717
1452	0.0252769
1453	0.0252824
1454	0.0252881
1455	0.0252939
1456	0.0252994
1457	0.0253046
1458	0.0253103
1459	0.0253161
1460	0.0253218
1461	0.0253272
1462	0.0253315
1463	0.0253373
1464	0.025343
1465	0.0253484
1466	0.0253539
1467	0.0253582
1468	0.0253641
1469	0.0253699
1470	0.0253756
1471	0.0253808
1472	0.0253853
1473	0.0253908
1474	0.0253962
1475	0.0254017
1476	0.0254074
1477	0.0254121
1478	0.0254174
1479	0.025423
1480	0.0254285
1481	0.0254337
1482	0.0254382
1483	0.0254439
1484	0.0254496
1485	0.0254553
1486	0.0254607
1487	0.0254645
1488	0.0254697
1489	0.0254752
1490	0.0254806
1491	0.0254863
1492	0.0254908
1493	0.0254965
1494	0.0255021
1495	0.0255076
1496	0.0255132
1497	0.025518
1498	0.0255234
1499	0.0255288
1500	0.0255343
1501	0.0255397
1502	0.0255442
1503	0.0255501
1504	0.0255557
1505	0.0255612
1506	0.0255668
1507	0.0255722
1508	0.025577
1509	0.0255826
1510	0.0255885
1511	0.0255942
1512	0.0255996
1513	0.025604
1514	0.0256095
1515	0.0256146
1516	0.0256196
1517	0.0256252
1518	0.0256299
1519	0.0256351
1520	0.0256407
1521	0.0256466
1522	0.025652
1523	0.0256575
1524	0.0256632
1525	0.0256695
1526	0.0256757
1527	0.0256822
1528	0.0256884
1529	0.0256941
1530	0.0257006
1531	0.0257071
1532	0.0257136
1533	0.0257191
1534	0.0257242
1535	0.0257307
1536	0.0257367
1537	0.0257429
1538	0.0257491
1539	0.0257545
1540	0.025761
1541	0.025767
1542	0.0257732
1543	0.0257797
1544	0.0257848
1545	0.0257907
1546	0.0257972
1547	0.0258032
1548	0.0258094
1549	0.0258142
1550	0.0258199
1551	0.0258261
1552	0.025832
1553	0.0258382
1554	0.0258442
1555	0.0258498
1556	0.025856
1557	0.0258622
1558	0.0258684
1559	0.0258741
1560	0.0258786
1561	0.0258848
1562	0.0258913
1563	0.0258975
1564	0.0259037
1565	0.0259085
1566	0.025915
1567	0.0259211
1568	0.0259276
1569	0.0259338
1570	0.0259401
1571	0.025947
1572	0.0259542
1573	0.0259611
1574	0.0259677
1575	0.025974
1576	0.0259806
1577	0.0259875
1578	0.0259944
1579	0.0260016
1580	0.0260082
1581	0.0260142
1582	0.0260211
1583	0.026028
1584	0.0260349
1585	0.0260417
1586	0.0260477
1587	0.0260546
1588	0.0260615
1589	0.0260684
1590	0.0260753
1591	0.0260809
1592	0.0260881
1593	0.0260947
1594	0.0261019
1595	0.0261087
1596	0.026115
1597	0.0261227
1598	0.0261322
1599	0.0261416
1600	0.0261507
1601	0.026159
1602	0.0261677
1603	0.0261767
1604	0.0261854
1605	0.0261941
1606	0.0262031
1607	0.0262118
1608	0.0262209
1609	0.0262296
1610	0.0262386
1611	0.0262477
1612	0.0262556
1613	0.0262646
1614	0.0262737
1615	0.0262829
1616	0.0262922
1617	0.0263001
1618	0.0263091
1619	0.0263186
1620	0.0263277
1621	0.0263367
1622	0.026345
1623	0.0263533
1624	0.0263623
1625	0.0263718
1626	0.0263808
1627	0.0263895
1628	0.0263973
1629	0.0264064
1630	0.0264158
1631	0.0264249
1632	0.0264339
1633	0.0264418
1634	0.0264513
1635	0.0264599
1636	0.026469
1637	0.026478
1638	0.0264851
1639	0.0264945
1640	0.0265036
1641	0.0265126
